key,age,gender,segment,segcode,interest,benefit,payment_term,coverage_period
41-male-Infinite_Care_M_120M_xUS-112680,41,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,112680,0,99,99
42-male-Infinite_Care_M_120M_xUS-114000,42,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,114000,0,99,99
43-male-Infinite_Care_M_120M_xUS-115020,43,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,115020,0,99,99
44-male-Infinite_Care_M_120M_xUS-116760,44,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,116760,0,99,99
45-male-Infinite_Care_M_120M_xUS-118860,45,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,118860,0,99,99
46-male-Infinite_Care_M_120M_xUS-123180,46,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,123180,0,99,99
47-male-Infinite_Care_M_120M_xUS-125520,47,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,125520,0,99,99
48-male-Infinite_Care_M_120M_xUS-129060,48,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,129060,0,99,99
49-male-Infinite_Care_M_120M_xUS-131460,49,male,Infinite Care (new standard) 120M no US,Infinite_Care_M_120M_xUS,131460,0,99,99
71-male-HSVM4000-115800,71,male,"HSV4,000(500,000)",HSVM4000,115800,0,99,99
72-male-HSVM4000-115800,72,male,"HSV4,000(500,000)",HSVM4000,115800,0,99,99
73-male-HSVM4000-115800,73,male,"HSV4,000(500,000)",HSVM4000,115800,0,99,99
74-male-HSVM4000-115800,74,male,"HSV4,000(500,000)",HSVM4000,115800,0,99,99
75-male-HSVM4000-115800,75,male,"HSV4,000(500,000)",HSVM4000,115800,0,99,99
76-male-HSVM4000-165600,76,male,"HSV4,000(500,000)",HSVM4000,165600,0,99,99
77-male-HSVM4000-165600,77,male,"HSV4,000(500,000)",HSVM4000,165600,0,99,99
78-male-HSVM4000-165600,78,male,"HSV4,000(500,000)",HSVM4000,165600,0,99,99
96-male-HSVM4000-360100,96,male,"HSV4,000(500,000)",HSVM4000,360100,0,99,99
97-male-HSVM4000-360100,97,male,"HSV4,000(500,000)",HSVM4000,360100,0,99,99
98-male-HSVM4000-360100,98,male,"HSV4,000(500,000)",HSVM4000,360100,0,99,99
99-male-HSVM4000-0,99,male,"HSV4,000(500,000)",HSVM4000,0,0,99,99
100-male-HSVM4000-0,100,male,"HSV4,000(500,000)",HSVM4000,0,0,99,99
54-female-CIT-825,54,female,CI TOPUP,CIT,825,100000,99,99
55-female-CIT-825,55,female,CI TOPUP,CIT,825,100000,99,99
3-female-HHF1-0,3,female,"HH 1,000,000",HHF1,0,0,99,99
4-female-HHF1-0,4,female,"HH 1,000,000",HHF1,0,0,99,99
95-female-HHF5-295400,95,female,"HH 5,000,000",HHF5,295400,0,99,99
69-female-HHF15-107100,69,female,"HH 15,000,000",HHF15,107100,0,99,99
70-female-HHF15-107100,70,female,"HH 15,000,000",HHF15,107100,0,99,99
71-female-HHF15-155700,71,female,"HH 15,000,000",HHF15,155700,0,99,99
72-female-HHF15-155700,72,female,"HH 15,000,000",HHF15,155700,0,99,99
73-female-HHF15-155700,73,female,"HH 15,000,000",HHF15,155700,0,99,99
74-female-HHF15-155700,74,female,"HH 15,000,000",HHF15,155700,0,99,99
78-male-Infinite_Care_M_60M_WW-685200,78,male,Infinite Care (new standard) 60M WW,Infinite_Care_M_60M_WW,685200,0,99,99
23-male-Infinite_Care_M_60M_xUS-44280,23,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,44280,0,99,99
24-male-Infinite_Care_M_60M_xUS-44700,24,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,44700,0,99,99
25-male-Infinite_Care_M_60M_xUS-45180,25,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,45180,0,99,99
26-male-Infinite_Care_M_60M_xUS-45720,26,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,45720,0,99,99
27-male-Infinite_Care_M_60M_xUS-46080,27,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,46080,0,99,99
51-male-Infinite_Care_M_60M_xUS-81180,51,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,81180,0,99,99
52-male-Infinite_Care_M_60M_xUS-83460,52,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,83460,0,99,99
53-male-Infinite_Care_M_60M_xUS-88800,53,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,88800,0,99,99
0-female-HSVF1500-27300,0,female,"HSV1,500(200,000)",HSVF1500,27300,0,99,99
1-female-HSVF1500-27300,1,female,"HSV1,500(200,000)",HSVF1500,27300,0,99,99
2-female-HSVF1500-27300,2,female,"HSV1,500(200,000)",HSVF1500,27300,0,99,99
60-male-HSEXM3500-31900,60,male,"H&S Extra 3,500",HSEXM3500,31900,0,99,99
47-male-HSEXM4500-18860,47,male,"H&S Extra 4,500",HSEXM4500,18860,0,99,99
48-male-HSEXM4500-18860,48,male,"H&S Extra 4,500",HSEXM4500,18860,0,99,99
64-male-ICDM30M120-268800,64,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,268800,0,99,99
65-male-ICDM30M120-286710,65,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,286710,0,99,99
66-male-ICDM30M120-295260,66,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,295260,0,99,99
71-male-ICDM30M120-540900,71,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,540900,0,99,99
72-male-ICDM30M120-595980,72,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,595980,0,99,99
56-female-CIT-1215,56,female,CI TOPUP,CIT,1215,100000,99,99
57-female-CIT-1215,57,female,CI TOPUP,CIT,1215,100000,99,99
58-female-CIT-1215,58,female,CI TOPUP,CIT,1215,100000,99,99
59-female-CIT-1215,59,female,CI TOPUP,CIT,1215,100000,99,99
60-female-CIT-1215,60,female,CI TOPUP,CIT,1215,100000,99,99
61-female-CIT-1497.5,61,female,CI TOPUP,CIT,1498,100000,99,99
62-female-CIT-1497.5,62,female,CI TOPUP,CIT,1498,100000,99,99
89-female-CIT-4452.5,89,female,CI TOPUP,CIT,4453,100000,99,99
90-female-CIT-4452.5,90,female,CI TOPUP,CIT,4453,100000,99,99
91-female-CIT-5960,91,female,CI TOPUP,CIT,5960,100000,99,99
92-female-CIT-5960,92,female,CI TOPUP,CIT,5960,100000,99,99
93-female-CIT-5960,93,female,CI TOPUP,CIT,5960,100000,99,99
94-female-CIT-5960,94,female,CI TOPUP,CIT,5960,100000,99,99
95-female-CIT-5960,95,female,CI TOPUP,CIT,5960,100000,99,99
67-male-ICDM30M120-329340,67,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,329340,0,99,99
68-male-ICDM30M120-370500,68,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,370500,0,99,99
69-male-ICDM30M120-414180,69,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,414180,0,99,99
70-male-ICDM30M120-471360,70,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,471360,0,99,99
73-male-ICDM30M120-644160,73,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,644160,0,99,99
96-female-CIT-7505,96,female,CI TOPUP,CIT,7505,100000,99,99
97-female-CIT-7505,97,female,CI TOPUP,CIT,7505,100000,99,99
74-male-ICDM30M120-716460,74,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,716460,0,99,99
75-male-ICDM30M120-782040,75,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,782040,0,99,99
76-male-ICDM30M120-839700,76,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,839700,0,99,99
98-female-CIT-7505,98,female,CI TOPUP,CIT,7505,100000,99,99
100-female-CIT-0,100,female,CI TOPUP,CIT,0,100000,99,99
0-male-TPD-10,0,male,TPD,TPD,10,100000,99,99
38-female-AI_RCC-625,38,female,AI/RCC,AI_RCC,625,100000,99,99
39-female-AI_RCC-625,39,female,AI/RCC,AI_RCC,625,100000,99,99
40-female-AI_RCC-625,40,female,AI/RCC,AI_RCC,625,100000,99,99
41-female-AI_RCC-625,41,female,AI/RCC,AI_RCC,625,100000,99,99
56-female-AI_RCC-625,56,female,AI/RCC,AI_RCC,625,100000,99,99
11-female-TPD-6,11,female,TPD,TPD,6,100000,99,99
12-female-TPD-6,12,female,TPD,TPD,6,100000,99,99
56-male-AI_RCC-625,56,male,AI/RCC,AI_RCC,625,100000,99,99
57-male-AI_RCC-625,57,male,AI/RCC,AI_RCC,625,100000,99,99
59-male-AI_RCC-625,59,male,AI/RCC,AI_RCC,625,100000,99,99
60-male-AI_RCC-625,60,male,AI/RCC,AI_RCC,625,100000,99,99
61-male-AI_RCC-0,61,male,AI/RCC,AI_RCC,0,100000,99,99
62-male-AI_RCC-0,62,male,AI/RCC,AI_RCC,0,100000,99,99
3-female-HSVF1500-27300,3,female,"HSV1,500(200,000)",HSVF1500,27300,0,99,99
4-female-HSVF1500-27300,4,female,"HSV1,500(200,000)",HSVF1500,27300,0,99,99
5-female-HSVF1500-27300,5,female,"HSV1,500(200,000)",HSVF1500,27300,0,99,99
9-male-HHM1-0,9,male,"HH 1,000,000",HHM1,0,0,99,99
77-male-HHM25-286300,77,male,"HH 25,000,000",HHM25,286300,0,99,99
100-female-HHF1-0,100,female,"HH 1,000,000",HHF1,0,0,99,99
63-male-AI_RCC-0,63,male,AI/RCC,AI_RCC,0,100000,99,99
64-male-AI_RCC-0,64,male,AI/RCC,AI_RCC,0,100000,99,99
65-male-AI_RCC-0,65,male,AI/RCC,AI_RCC,0,100000,99,99
66-male-AI_RCC-0,66,male,AI/RCC,AI_RCC,0,100000,99,99
67-male-AI_RCC-0,67,male,AI/RCC,AI_RCC,0,100000,99,99
68-male-AI_RCC-0,68,male,AI/RCC,AI_RCC,0,100000,99,99
69-male-AI_RCC-0,69,male,AI/RCC,AI_RCC,0,100000,99,99
6-female-HSVF1500-14600,6,female,"HSV1,500(200,000)",HSVF1500,14600,0,99,99
48-female-HSVF1500-14300,48,female,"HSV1,500(200,000)",HSVF1500,14300,0,99,99
49-female-HSVF1500-14300,49,female,"HSV1,500(200,000)",HSVF1500,14300,0,99,99
40-male-HSEXM6500-19270,40,male,"H&S Extra 6,500",HSEXM6500,19270,0,99,99
50-female-HSVF1500-14300,50,female,"HSV1,500(200,000)",HSVF1500,14300,0,99,99
27-female-HSVF3000-17100,27,female,"HSV3,000(400,000)",HSVF3000,17100,0,99,99
15-male-HSNM1000-4030,15,male,"H&S (new standard) 1,000",HSNM1000,4030,0,99,99
96-male-HSEXM3500-0,96,male,"H&S Extra 3,500",HSEXM3500,229310,0,99,99
23-female-HHF25-35300,23,female,"HH 25,000,000",HHF25,35300,0,99,99
24-female-HHF25-35300,24,female,"HH 25,000,000",HHF25,35300,0,99,99
25-female-HHF25-35300,25,female,"HH 25,000,000",HHF25,35300,0,99,99
92-male-Infinite_Care_M_60M_WW-1364540,92,male,Infinite Care (new standard) 60M WW,Infinite_Care_M_60M_WW,1364540,0,99,99
93-male-Infinite_Care_M_60M_WW-1432740,93,male,Infinite Care (new standard) 60M WW,Infinite_Care_M_60M_WW,1432740,0,99,99
94-male-Infinite_Care_M_60M_WW-2504380,94,male,Infinite Care (new standard) 60M WW,Infinite_Care_M_60M_WW,1504380,0,99,99
95-male-Infinite_Care_M_60M_WW-1579620,95,male,Infinite Care (new standard) 60M WW,Infinite_Care_M_60M_WW,1579620,0,99,99
54-male-Infinite_Care_M_60M_xUS-95820,54,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,95820,0,99,99
55-male-Infinite_Care_M_60M_xUS-100140,55,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,100140,0,99,99
56-male-Infinite_Care_M_60M_xUS-102120,56,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,102120,0,99,99
57-male-Infinite_Care_M_60M_xUS-106980,57,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,106980,0,99,99
58-male-Infinite_Care_M_60M_xUS-112620,58,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,112620,0,99,99
59-male-Infinite_Care_M_60M_xUS-119100,59,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,119100,0,99,99
60-male-Infinite_Care_M_60M_xUS-127020,60,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,127020,0,99,99
61-male-Infinite_Care_M_60M_xUS-136620,61,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,136620,0,99,99
16-male-HSNM1000-4030,16,male,"H&S (new standard) 1,000",HSNM1000,4030,0,99,99
17-male-HSNM1000-4030,17,male,"H&S (new standard) 1,000",HSNM1000,4030,0,99,99
41-male-HSEXM6500-19860,41,male,"H&S Extra 6,500",HSEXM6500,19860,0,99,99
42-male-HSEXM6500-19860,42,male,"H&S Extra 6,500",HSEXM6500,19860,0,99,99
43-male-HSEXM6500-19860,43,male,"H&S Extra 6,500",HSEXM6500,19860,0,99,99
44-male-HSEXM6500-19860,44,male,"H&S Extra 6,500",HSEXM6500,19860,0,99,99
45-male-HSEXM6500-19860,45,male,"H&S Extra 6,500",HSEXM6500,19860,0,99,99
80-male-ICDM30M120-1099980,80,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,1099980,0,99,99
46-male-HSEXM6500-22660,46,male,"H&S Extra 6,500",HSEXM6500,22660,0,99,99
81-male-ICDM30M120-1197540,81,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,1197540,0,99,99
82-male-ICDM30M120-1264860,82,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,1264860,0,99,99
87-male-ICDM30M120-1652100,87,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,1652100,0,99,99
88-male-ICDM30M120-1749690,88,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,1749690,0,99,99
89-male-ICDM30M120-1852170,89,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,1852170,0,99,99
90-male-ICDM30M120-1959780,90,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,1959780,0,99,99
91-male-ICDM30M120-2072790,91,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,2072790,0,99,99
5-female-HHF1-0,5,female,"HH 1,000,000",HHF1,0,0,99,99
6-female-HHF1-26800,6,female,"HH 1,000,000",HHF1,26800,0,99,99
7-female-HHF1-26800,7,female,"HH 1,000,000",HHF1,26800,0,99,99
8-female-HHF1-26800,8,female,"HH 1,000,000",HHF1,26800,0,99,99
9-female-HHF1-26800,9,female,"HH 1,000,000",HHF1,26800,0,99,99
10-female-HHF1-26800,10,female,"HH 1,000,000",HHF1,26800,0,99,99
11-female-HHF1-14400,11,female,"HH 1,000,000",HHF1,14400,0,99,99
12-female-HHF1-14400,12,female,"HH 1,000,000",HHF1,14400,0,99,99
13-female-HHF1-14400,13,female,"HH 1,000,000",HHF1,14400,0,99,99
14-female-HHF1-14400,14,female,"HH 1,000,000",HHF1,14400,0,99,99
15-female-HHF1-14400,15,female,"HH 1,000,000",HHF1,14400,0,99,99
16-female-HHF1-15200,16,female,"HH 1,000,000",HHF1,15200,0,99,99
17-female-HHF1-15200,17,female,"HH 1,000,000",HHF1,15200,0,99,99
70-male-AI_RCC-0,70,male,AI/RCC,AI_RCC,0,100000,99,99
71-male-AI_RCC-0,71,male,AI/RCC,AI_RCC,0,100000,99,99
72-male-AI_RCC-0,72,male,AI/RCC,AI_RCC,0,100000,99,99
73-male-AI_RCC-0,73,male,AI/RCC,AI_RCC,0,100000,99,99
62-male-Infinite_Care_M_60M_xUS-145500,62,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,145500,0,99,99
63-male-Infinite_Care_M_60M_xUS-154860,63,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,154860,0,99,99
64-male-Infinite_Care_M_60M_xUS-164700,64,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,164700,0,99,99
74-male-AI_RCC-0,74,male,AI/RCC,AI_RCC,0,100000,99,99
1-female-ADB_RCC-225,1,female,ADB/RCC,ADB_RCC,225,100000,99,99
2-female-ADB_RCC-225,2,female,ADB/RCC,ADB_RCC,225,100000,99,99
3-female-ADB_RCC-225,3,female,ADB/RCC,ADB_RCC,225,100000,99,99
4-female-ADB_RCC-225,4,female,ADB/RCC,ADB_RCC,225,100000,99,99
5-female-ADB_RCC-225,5,female,ADB/RCC,ADB_RCC,225,100000,99,99
6-female-ADB_RCC-225,6,female,ADB/RCC,ADB_RCC,225,100000,99,99
7-female-ADB_RCC-225,7,female,ADB/RCC,ADB_RCC,225,100000,99,99
8-female-ADB_RCC-225,8,female,ADB/RCC,ADB_RCC,225,100000,99,99
9-female-ADB_RCC-225,9,female,ADB/RCC,ADB_RCC,225,100000,99,99
44-male-ADD_RCC-300,44,male,ADD/RCC,ADD_RCC,300,100000,99,99
50-male-ADD_RCC-300,50,male,ADD/RCC,ADD_RCC,300,100000,99,99
65-male-Infinite_Care_M_60M_xUS-176460,65,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,176460,0,99,99
66-male-Infinite_Care_M_60M_xUS-188940,66,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,188940,0,99,99
67-male-Infinite_Care_M_60M_xUS-202080,67,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,202080,0,99,99
68-male-Infinite_Care_M_60M_xUS-215880,68,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,215880,0,99,99
81-female-HSVF1500-111300,81,female,"HSV1,500(200,000)",HSVF1500,111300,0,99,99
82-female-HSVF1500-111300,82,female,"HSV1,500(200,000)",HSVF1500,111300,0,99,99
83-female-HSVF1500-111300,83,female,"HSV1,500(200,000)",HSVF1500,111300,0,99,99
99-female-HSVF1500-0,99,female,"HSV1,500(200,000)",HSVF1500,0,0,99,99
51-male-ADD_RCC-300,51,male,ADD/RCC,ADD_RCC,300,100000,99,99
52-male-ADD_RCC-300,52,male,ADD/RCC,ADD_RCC,300,100000,99,99
53-male-ADD_RCC-300,53,male,ADD/RCC,ADD_RCC,300,100000,99,99
54-male-ADD_RCC-300,54,male,ADD/RCC,ADD_RCC,300,100000,99,99
100-female-HSVF1500-0,100,female,"HSV1,500(200,000)",HSVF1500,0,0,99,99
0-female-HSVF2000-36600,0,female,"HSV2,000(300,000)",HSVF2000,36600,0,99,99
1-female-HSVF2000-36600,1,female,"HSV2,000(300,000)",HSVF2000,36600,0,99,99
2-female-HSVF2000-36600,2,female,"HSV2,000(300,000)",HSVF2000,36600,0,99,99
3-female-HSVF2000-36600,3,female,"HSV2,000(300,000)",HSVF2000,36600,0,99,99
4-female-HSVF2000-36600,4,female,"HSV2,000(300,000)",HSVF2000,36600,0,99,99
5-female-HSVF2000-36600,5,female,"HSV2,000(300,000)",HSVF2000,36600,0,99,99
7-female-HSVF2000-20400,7,female,"HSV2,000(300,000)",HSVF2000,20400,0,99,99
94-male-ICDM30M120-2446800,94,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,2446800,0,99,99
95-male-ICDM30M120-2584140,95,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,2584140,0,99,99
96-male-ICDM30M120-2728350,96,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,2728350,0,99,99
97-male-ICDM30M120-2879760,97,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,2879760,0,99,99
98-male-ICDM30M120-3038760,98,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,3038760,0,99,99
99-male-ICDM30M120-0,99,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,0,0,99,99
100-male-ICDM30M120-0,100,male,Infinite Care (new standard) DD 300K 120M,ICDM30M120,0,0,99,99
0-male-ICDM30MxUS60-0,0,male,Infinite Care (new standard) DD 300K 60M no US,ICDM30MxUS60,0,0,99,99
1-male-ICDM30MxUS60-0,1,male,Infinite Care (new standard) DD 300K 60M no US,ICDM30MxUS60,0,0,99,99
2-male-ICDM30MxUS60-0,2,male,Infinite Care (new standard) DD 300K 60M no US,ICDM30MxUS60,0,0,99,99
71-male-ICDM30MxUS120-223110,71,male,Infinite Care (new standard) DD 300K 120M no US,ICDM30MxUS120,223110,0,99,99
98-male-HHM25-630700,98,male,"HH 25,000,000",HHM25,630700,0,99,99
99-male-HHM25-0,99,male,"HH 25,000,000",HHM25,0,0,99,99
100-male-HHM25-0,100,male,"HH 25,000,000",HHM25,0,0,99,99
0-female-HHF1-0,0,female,"HH 1,000,000",HHF1,0,0,99,99
1-female-HHF1-0,1,female,"HH 1,000,000",HHF1,0,0,99,99
2-female-HHF1-0,2,female,"HH 1,000,000",HHF1,0,0,99,99
57-female-AI_RCC-625,57,female,AI/RCC,AI_RCC,625,100000,99,99
58-female-AI_RCC-625,58,female,AI/RCC,AI_RCC,625,100000,99,99
17-female-HSVF2000-9700,17,female,"HSV2,000(300,000)",HSVF2000,9700,0,99,99
18-female-HSVF2000-9700,18,female,"HSV2,000(300,000)",HSVF2000,9700,0,99,99
19-female-HSVF2000-9700,19,female,"HSV2,000(300,000)",HSVF2000,9700,0,99,99
20-female-HSVF2000-9700,20,female,"HSV2,000(300,000)",HSVF2000,9700,0,99,99
21-female-HSVF2000-10600,21,female,"HSV2,000(300,000)",HSVF2000,10600,0,99,99
22-female-HSVF2000-10600,22,female,"HSV2,000(300,000)",HSVF2000,10600,0,99,99
96-female-HHF1-277800,96,female,"HH 1,000,000",HHF1,277800,0,99,99
97-female-HHF1-277800,97,female,"HH 1,000,000",HHF1,277800,0,99,99
59-female-AI_RCC-625,59,female,AI/RCC,AI_RCC,625,100000,99,99
60-female-AI_RCC-625,60,female,AI/RCC,AI_RCC,625,100000,99,99
61-female-AI_RCC-0,61,female,AI/RCC,AI_RCC,0,100000,99,99
62-female-AI_RCC-0,62,female,AI/RCC,AI_RCC,0,100000,99,99
98-female-HHF1-277800,98,female,"HH 1,000,000",HHF1,277800,0,99,99
99-female-HHF1-0,99,female,"HH 1,000,000",HHF1,0,0,99,99
0-female-HHF5-0,0,female,"HH 5,000,000",HHF5,0,0,99,99
69-male-Infinite_Care_M_60M_xUS-230400,69,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,230400,0,99,99
70-male-Infinite_Care_M_60M_xUS-252900,70,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,252900,0,99,99
23-female-HSVF2000-10600,23,female,"HSV2,000(300,000)",HSVF2000,10600,0,99,99
24-female-HSVF2000-10600,24,female,"HSV2,000(300,000)",HSVF2000,10600,0,99,99
25-female-HSVF2000-10600,25,female,"HSV2,000(300,000)",HSVF2000,10600,0,99,99
26-female-HSVF2000-11300,26,female,"HSV2,000(300,000)",HSVF2000,11300,0,99,99
64-female-HSNF5000-40290,64,female,"H&S (new standard) 5,000",HSNF5000,40290,0,99,99
90-female-HSNF5000-0,90,female,"H&S (new standard) 5,000",HSNF5000,232710,0,99,99
36-female-HSEXF1500-9420,36,female,"H&S Extra 1,500",HSEXF1500,9420,0,99,99
63-female-AI_RCC-0,63,female,AI/RCC,AI_RCC,0,100000,99,99
64-female-AI_RCC-0,64,female,AI/RCC,AI_RCC,0,100000,99,99
37-female-HSEXF1500-9420,37,female,"H&S Extra 1,500",HSEXF1500,9420,0,99,99
38-female-HSEXF1500-9420,38,female,"H&S Extra 1,500",HSEXF1500,9420,0,99,99
38-female-HSEXF2000-11800,38,female,"H&S Extra 2,000",HSEXF2000,11800,0,99,99
36-female-HSEXF3500-17970,36,female,"H&S Extra 3,500",HSEXF3500,17970,0,99,99
37-female-HSEXF3500-17970,37,female,"H&S Extra 3,500",HSEXF3500,17970,0,99,99
71-male-Infinite_Care_M_60M_xUS-267900,71,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,267900,0,99,99
72-male-Infinite_Care_M_60M_xUS-283320,72,male,Infinite Care (new standard) 60M no US,Infinite_Care_M_60M_xUS,283320,0,99,99
