key,age,gender,segment,segcode,interest,benefit,payment_term,coverage_period
75-male-20PLN-0,75,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
76-male-20PLN-0,76,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
77-male-20PLN-0,77,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
78-male-20PLN-0,78,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
79-male-20PLN-0,79,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
80-male-20PLN-0,80,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
81-male-20PLN-0,81,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
82-male-20PLN-0,82,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
83-male-20PLN-0,83,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
84-male-20PLN-0,84,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
85-male-20PLN-0,85,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
86-male-20PLN-0,86,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
87-male-20PLN-0,87,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
88-male-20PLN-0,88,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
89-male-20PLN-0,89,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
90-male-20PLN-0,90,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
91-male-20PLN-0,91,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
92-male-20PLN-0,92,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
93-male-20PLN-0,93,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
94-male-20PLN-0,94,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
95-male-20PLN-0,95,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
96-male-20PLN-0,96,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
97-male-20PLN-0,97,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
98-male-20PLN-0,98,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
99-male-20PLN-0,99,male,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
41-male-15Pay25-84,41,male,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
42-male-15Pay25-84,42,male,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
43-male-15Pay25-84,43,male,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
44-male-15Pay25-84,44,male,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
45-male-15Pay25-84,45,male,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
46-male-15Pay25-86,46,male,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
47-male-15Pay25-86,47,male,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
48-male-15Pay25-86,48,male,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
49-male-15Pay25-86,49,male,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
82-male-ALP15(20plus)-0,82,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
83-male-ALP15(20plus)-0,83,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
84-male-ALP15(20plus)-0,84,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
85-male-ALP15(20plus)-0,85,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
86-male-ALP15(20plus)-0,86,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
12-female-20PLN-13.09,12,female,AIA 20 Pay Life (Non Par),PLN 20.00,13.09,0,20,99
13-female-20PLN-13.32,13,female,AIA 20 Pay Life (Non Par),PLN 20.00,13.32,0,20,99
14-female-20PLN-13.56,14,female,AIA 20 Pay Life (Non Par),PLN 20.00,13.56,0,20,99
15-female-20PLN-13.76,15,female,AIA 20 Pay Life (Non Par),PLN 20.00,13.76,0,20,99
16-female-20PLN-13.97,16,female,AIA 20 Pay Life (Non Par),PLN 20.00,13.97,0,20,99
17-female-20PLN-14.19,17,female,AIA 20 Pay Life (Non Par),PLN 20.00,14.19,0,20,99
18-female-20PLN-14.41,18,female,AIA 20 Pay Life (Non Par),PLN 20.00,14.41,0,20,99
19-female-20PLN-14.65,19,female,AIA 20 Pay Life (Non Par),PLN 20.00,14.65,0,20,99
20-female-20PLN-14.9,20,female,AIA 20 Pay Life (Non Par),PLN 20.00,14.9,0,20,99
21-female-20PLN-15.15,21,female,AIA 20 Pay Life (Non Par),PLN 20.00,15.15,0,20,99
22-female-20PLN-15.43,22,female,AIA 20 Pay Life (Non Par),PLN 20.00,15.43,0,20,99
23-female-20PLN-15.71,23,female,AIA 20 Pay Life (Non Par),PLN 20.00,15.71,0,20,99
24-female-20PLN-16,24,female,AIA 20 Pay Life (Non Par),PLN 20.00,16,0,20,99
25-female-20PLN-16.31,25,female,AIA 20 Pay Life (Non Par),PLN 20.00,16.31,0,20,99
26-female-20PLN-16.64,26,female,AIA 20 Pay Life (Non Par),PLN 20.00,16.64,0,20,99
27-female-20PLN-16.98,27,female,AIA 20 Pay Life (Non Par),PLN 20.00,16.98,0,20,99
35-female-20PLN-20.4,35,female,AIA 20 Pay Life (Non Par),PLN 20.00,20.4,0,20,99
36-female-20PLN-20.93,36,female,AIA 20 Pay Life (Non Par),PLN 20.00,20.93,0,20,99
37-female-20PLN-21.48,37,female,AIA 20 Pay Life (Non Par),PLN 20.00,21.48,0,20,99
38-female-20PLN-22.06,38,female,AIA 20 Pay Life (Non Par),PLN 20.00,22.06,0,20,99
39-female-20PLN-22.67,39,female,AIA 20 Pay Life (Non Par),PLN 20.00,22.67,0,20,99
40-female-20PLN-23.3,40,female,AIA 20 Pay Life (Non Par),PLN 20.00,23.3,0,20,99
41-female-20PLN-23.96,41,female,AIA 20 Pay Life (Non Par),PLN 20.00,23.96,0,20,99
42-female-20PLN-24.66,42,female,AIA 20 Pay Life (Non Par),PLN 20.00,24.66,0,20,99
43-female-20PLN-25.39,43,female,AIA 20 Pay Life (Non Par),PLN 20.00,25.39,0,20,99
44-female-20PLN-26.15,44,female,AIA 20 Pay Life (Non Par),PLN 20.00,26.15,0,20,99
45-female-20PLN-26.95,45,female,AIA 20 Pay Life (Non Par),PLN 20.00,26.95,0,20,99
46-female-20PLN-27.79,46,female,AIA 20 Pay Life (Non Par),PLN 20.00,27.79,0,20,99
47-female-20PLN-28.68,47,female,AIA 20 Pay Life (Non Par),PLN 20.00,28.68,0,20,99
87-male-ALP15(20plus)-0,87,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
88-male-ALP15(20plus)-0,88,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
89-male-ALP15(20plus)-0,89,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
90-male-ALP15(20plus)-0,90,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
91-male-ALP15(20plus)-0,91,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
92-male-ALP15(20plus)-0,92,male,AIA Legacy Prestige Plus 15,ALP15(20plus),0,0,15,99
48-female-20PLN-29.61,48,female,AIA 20 Pay Life (Non Par),PLN 20.00,29.61,0,20,99
49-female-20PLN-30.59,49,female,AIA 20 Pay Life (Non Par),PLN 20.00,30.59,0,20,99
50-female-20PLN-31.62,50,female,AIA 20 Pay Life (Non Par),PLN 20.00,31.62,0,20,99
51-female-20PLN-32.72,51,female,AIA 20 Pay Life (Non Par),PLN 20.00,32.72,0,20,99
52-female-20PLN-33.88,52,female,AIA 20 Pay Life (Non Par),PLN 20.00,33.88,0,20,99
64-female-20PLN-56.27,64,female,AIA 20 Pay Life (Non Par),PLN 20.00,56.27,0,20,99
65-female-20PLN-59.32,65,female,AIA 20 Pay Life (Non Par),PLN 20.00,59.32,0,20,99
66-female-20PLN-61.9,66,female,AIA 20 Pay Life (Non Par),PLN 20.00,61.9,0,20,99
67-female-20PLN-63.61,67,female,AIA 20 Pay Life (Non Par),PLN 20.00,63.61,0,20,99
68-female-20PLN-64.71,68,female,AIA 20 Pay Life (Non Par),PLN 20.00,64.71,0,20,99
69-female-20PLN-66.13,69,female,AIA 20 Pay Life (Non Par),PLN 20.00,66.13,0,20,99
70-female-20PLN-67.07,70,female,AIA 20 Pay Life (Non Par),PLN 20.00,67.07,0,20,99
71-female-20PLN-0,71,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
72-female-20PLN-0,72,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
73-female-20PLN-0,73,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
74-female-20PLN-0,74,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
75-female-20PLN-0,75,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
76-female-20PLN-0,76,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
77-female-20PLN-0,77,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
78-female-20PLN-0,78,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
79-female-20PLN-0,79,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
80-female-20PLN-0,80,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
81-female-20PLN-0,81,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
82-female-20PLN-0,82,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
83-female-20PLN-0,83,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
84-female-20PLN-0,84,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
85-female-20PLN-0,85,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
86-female-20PLN-0,86,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
87-female-20PLN-0,87,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
88-female-20PLN-0,88,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
89-female-20PLN-0,89,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
90-female-20PLN-0,90,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
91-female-20PLN-0,91,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
92-female-20PLN-0,92,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
93-female-20PLN-0,93,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
94-female-20PLN-0,94,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
95-female-20PLN-0,95,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
96-female-20PLN-0,96,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
97-female-20PLN-0,97,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
98-female-20PLN-0,98,female,AIA 20 Pay Life (Non Par),PLN 20.00,0,0,20,99
29-female-15Pay25-82,29,female,AIA Endowment 15/25 (Non Par),15Pay25,82,0,15,25
30-female-15Pay25-82,30,female,AIA Endowment 15/25 (Non Par),15Pay25,82,0,15,25
31-female-15Pay25-82,31,female,AIA Endowment 15/25 (Non Par),15Pay25,82,0,15,25
32-female-15Pay25-82,32,female,AIA Endowment 15/25 (Non Par),15Pay25,82,0,15,25
33-female-15Pay25-82,33,female,AIA Endowment 15/25 (Non Par),15Pay25,82,0,15,25
34-female-15Pay25-82,34,female,AIA Endowment 15/25 (Non Par),15Pay25,82,0,15,25
35-female-15Pay25-82,35,female,AIA Endowment 15/25 (Non Par),15Pay25,82,0,15,25
36-female-15Pay25-83,36,female,AIA Endowment 15/25 (Non Par),15Pay25,83,0,15,25
37-female-15Pay25-83,37,female,AIA Endowment 15/25 (Non Par),15Pay25,83,0,15,25
38-female-15Pay25-83,38,female,AIA Endowment 15/25 (Non Par),15Pay25,83,0,15,25
39-female-15Pay25-83,39,female,AIA Endowment 15/25 (Non Par),15Pay25,83,0,15,25
40-female-15Pay25-83,40,female,AIA Endowment 15/25 (Non Par),15Pay25,83,0,15,25
41-female-15Pay25-84,41,female,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
42-female-15Pay25-84,42,female,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
43-female-15Pay25-84,43,female,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
44-female-15Pay25-84,44,female,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
45-female-15Pay25-84,45,female,AIA Endowment 15/25 (Non Par),15Pay25,84,0,15,25
46-female-15Pay25-86,46,female,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
47-female-15Pay25-86,47,female,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
48-female-15Pay25-86,48,female,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
50-male-15Pay25-86,50,male,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
51-male-15Pay25-88,51,male,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
52-male-15Pay25-88,52,male,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
53-male-15Pay25-88,53,male,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
54-male-15Pay25-88,54,male,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
55-male-15Pay25-88,55,male,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
56-male-15Pay25-90,56,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
57-male-15Pay25-90,57,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
58-male-15Pay25-90,58,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
59-male-15Pay25-90,59,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
60-male-15Pay25-90,60,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
61-male-15Pay25-90,61,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
62-male-15Pay25-90,62,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
63-male-15Pay25-90,63,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
64-male-15Pay25-90,64,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
65-male-15Pay25-90,65,male,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
66-male-15Pay25-91,66,male,AIA Endowment 15/25 (Non Par),15Pay25,91,0,15,25
67-male-15Pay25-93,67,male,AIA Endowment 15/25 (Non Par),15Pay25,93,0,15,25
68-male-15Pay25-94,68,male,AIA Endowment 15/25 (Non Par),15Pay25,94,0,15,25
69-male-15Pay25-95,69,male,AIA Endowment 15/25 (Non Par),15Pay25,95,0,15,25
70-male-15Pay25-96,70,male,AIA Endowment 15/25 (Non Par),15Pay25,96,0,15,25
71-male-15Pay25-0,71,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
72-male-15Pay25-0,72,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
73-male-15Pay25-0,73,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
74-male-15Pay25-0,74,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
75-male-15Pay25-0,75,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
76-male-15Pay25-0,76,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
77-male-15Pay25-0,77,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
78-male-15Pay25-0,78,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
79-male-15Pay25-0,79,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
80-male-15Pay25-0,80,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
81-male-15Pay25-0,81,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
82-male-15Pay25-0,82,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
69-female-ALP15(20plus)-71.42,69,female,AIA Legacy Prestige Plus 15,ALP15(20plus),71.42,0,15,99
70-female-ALP15(20plus)-74.17,70,female,AIA Legacy Prestige Plus 15,ALP15(20plus),74.17,0,15,99
71-female-ALP15(20plus)-78.28,71,female,AIA Legacy Prestige Plus 15,ALP15(20plus),78.28,0,15,99
72-female-ALP15(20plus)-82.73,72,female,AIA Legacy Prestige Plus 15,ALP15(20plus),82.73,0,15,99
73-female-ALP15(20plus)-87.54,73,female,AIA Legacy Prestige Plus 15,ALP15(20plus),87.54,0,15,99
74-female-ALP15(20plus)-93.65,74,female,AIA Legacy Prestige Plus 15,ALP15(20plus),93.65,0,15,99
75-female-ALP15(20plus)-99.36,75,female,AIA Legacy Prestige Plus 15,ALP15(20plus),99.36,0,15,99
83-male-15Pay25-0,83,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
84-male-15Pay25-0,84,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
85-male-15Pay25-0,85,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
86-male-15Pay25-0,86,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
87-male-15Pay25-0,87,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
88-male-15Pay25-0,88,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
89-male-15Pay25-0,89,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
90-male-15Pay25-0,90,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
91-male-15Pay25-0,91,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
92-male-15Pay25-0,92,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
93-male-15Pay25-0,93,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
94-male-15Pay25-0,94,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
95-male-15Pay25-0,95,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
96-male-15Pay25-0,96,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
97-male-15Pay25-0,97,male,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
5-male-Excel-152.9,5,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
6-male-Excel-152.9,6,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
7-male-Excel-152.9,7,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
8-male-Excel-152.9,8,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
9-male-Excel-152.9,9,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
10-male-Excel-152.9,10,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
11-male-Excel-152.9,11,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
12-male-Excel-152.9,12,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
13-male-Excel-152.9,13,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
14-male-Excel-152.9,14,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
15-male-Excel-152.9,15,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
16-male-Excel-152.9,16,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
17-male-Excel-152.9,17,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
18-male-Excel-152.9,18,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
19-male-Excel-152.9,19,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
20-male-Excel-152.9,20,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
21-male-Excel-152.9,21,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
22-male-Excel-152.9,22,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
23-male-Excel-152.9,23,male,AIA Excellent (Non Par),Excel,152.9,0,20,20
36-male-Excel-153.6,36,male,AIA Excellent (Non Par),Excel,153.6,0,20,20
37-male-Excel-153.6,37,male,AIA Excellent (Non Par),Excel,153.6,0,20,20
38-male-Excel-153.6,38,male,AIA Excellent (Non Par),Excel,153.6,0,20,20
39-male-Excel-153.6,39,male,AIA Excellent (Non Par),Excel,153.6,0,20,20
40-male-Excel-153.6,40,male,AIA Excellent (Non Par),Excel,153.6,0,20,20
41-male-Excel-154.9,41,male,AIA Excellent (Non Par),Excel,154.9,0,20,20
42-male-Excel-154.9,42,male,AIA Excellent (Non Par),Excel,154.9,0,20,20
43-male-Excel-154.9,43,male,AIA Excellent (Non Par),Excel,154.9,0,20,20
44-male-Excel-154.9,44,male,AIA Excellent (Non Par),Excel,154.9,0,20,20
45-male-Excel-154.9,45,male,AIA Excellent (Non Par),Excel,154.9,0,20,20
46-male-Excel-156.5,46,male,AIA Excellent (Non Par),Excel,156.5,0,20,20
47-male-Excel-156.5,47,male,AIA Excellent (Non Par),Excel,156.5,0,20,20
48-male-Excel-156.5,48,male,AIA Excellent (Non Par),Excel,156.5,0,20,20
49-male-Excel-156.5,49,male,AIA Excellent (Non Par),Excel,156.5,0,20,20
50-male-Excel-156.5,50,male,AIA Excellent (Non Par),Excel,156.5,0,20,20
51-male-Excel-158.2,51,male,AIA Excellent (Non Par),Excel,158.2,0,20,20
52-male-Excel-158.2,52,male,AIA Excellent (Non Par),Excel,158.2,0,20,20
49-female-15Pay25-86,49,female,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
50-female-15Pay25-86,50,female,AIA Endowment 15/25 (Non Par),15Pay25,86,0,15,25
51-female-15Pay25-88,51,female,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
52-female-15Pay25-88,52,female,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
53-female-15Pay25-88,53,female,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
54-female-15Pay25-88,54,female,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
55-female-15Pay25-88,55,female,AIA Endowment 15/25 (Non Par),15Pay25,88,0,15,25
56-female-15Pay25-90,56,female,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
57-female-15Pay25-90,57,female,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
58-female-15Pay25-90,58,female,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
59-female-15Pay25-90,59,female,AIA Endowment 15/25 (Non Par),15Pay25,90,0,15,25
82-female-15Pay25-0,82,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
83-female-15Pay25-0,83,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
84-female-15Pay25-0,84,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
85-female-15Pay25-0,85,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
86-female-15Pay25-0,86,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
87-female-15Pay25-0,87,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
88-female-15Pay25-0,88,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
89-female-15Pay25-0,89,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
90-female-15Pay25-0,90,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
91-female-15Pay25-0,91,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
92-female-15Pay25-0,92,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
93-female-15Pay25-0,93,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
94-female-15Pay25-0,94,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
95-female-15Pay25-0,95,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
96-female-15Pay25-0,96,female,AIA Endowment 15/25 (Non Par),15Pay25,0,0,15,25
43-female-Excel-154.9,43,female,AIA Excellent (Non Par),Excel,154.9,0,20,20
44-female-Excel-154.9,44,female,AIA Excellent (Non Par),Excel,154.9,0,20,20
45-female-Excel-154.9,45,female,AIA Excellent (Non Par),Excel,154.9,0,20,20
46-female-Excel-156.5,46,female,AIA Excellent (Non Par),Excel,156.5,0,20,20
47-female-Excel-156.5,47,female,AIA Excellent (Non Par),Excel,156.5,0,20,20
48-female-Excel-156.5,48,female,AIA Excellent (Non Par),Excel,156.5,0,20,20
